amount,claims,age,policy_years,fraud
89981,6,34,9,1
2678,2,67,10,0
40486,6,48,8,0
26203,1,55,12,0
99639,9,69,16,1
90102,0,54,17,0
69011,10,60,4,1
82535,3,47,4,0
59012,4,52,16,1
47433,7,67,5,0
52647,2,57,17,0
66497,1,38,1,0
33501,5,29,14,0
12896,0,61,12,0
52870,9,42,15,1
95959,9,26,19,1
47098,4,63,15,0
29539,7,31,12,0
44042,6,50,6,0
34844,3,25,9,0
86212,2,68,14,0
12396,3,58,3,0
58519,2,26,19,0
68199,6,45,14,1
68642,0,40,5,0
7290,2,44,10,0
80358,7,24,6,1
15581,8,24,1,0
28102,9,31,5,0
51898,10,54,18,1
83796,3,41,4,0
27185,5,41,9,0
37115,4,30,3,0
9897,8,49,8,0
50933,5,43,9,1
18977,2,40,5,0
53212,3,56,9,0
48430,10,58,19,0
21070,5,42,18,0
74267,7,26,6,1
76187,7,69,6,1
41255,7,48,5,0
77519,1,56,17,0
27505,7,35,18,0
23426,9,47,12,0
84244,10,28,15,1
15298,6,34,8,0
81692,6,48,20,1
96599,10,29,3,1
85317,0,19,6,0
29327,5,22,3,0
58658,7,65,7,1
70369,3,32,10,0
13085,3,57,18,0
14477,3,23,15,0
86374,4,55,16,1
74829,3,32,6,0
14561,5,30,9,0
98879,1,32,9,0
97617,10,59,2,1
47592,5,69,10,0
56300,4,64,19,1
23959,1,21,4,0
71425,3,26,17,0
34213,5,27,10,0
12010,5,23,9,0
71890,1,50,2,0
80207,4,60,13,1
35592,5,37,14,0
41760,3,46,18,0
57681,3,35,8,0
93637,0,53,10,0
93450,0,52,4,0
37250,4,44,7,0
29090,10,25,1,0
41450,0,28,19,0
94889,5,53,16,1
1693,3,70,3,0
67279,5,56,8,1
55671,2,60,18,0
97371,3,20,12,0
22622,6,64,11,0
10431,3,44,17,0
77609,3,67,1,0
72178,8,59,12,1
47764,9,55,20,0
82682,5,18,4,1
11236,0,34,4,0
88001,2,56,11,0
84366,7,64,20,1
91036,1,69,18,0
66917,9,37,10,1
98334,8,63,10,1
4593,4,55,18,0
31286,4,40,17,0
1766,9,55,17,0
8736,2,21,19,0
72924,3,46,1,0
73473,7,25,11,1
62074,7,56,20,1
97594,5,39,20,1
45958,0,23,18,0
97225,9,49,19,1
91448,5,70,1,1
32604,10,40,14,0
90597,10,27,13,1
70299,3,26,20,0
29832,2,60,8,0
22201,4,39,5,0
95271,10,62,3,1
61680,3,53,6,0
82516,6,34,18,1
74188,3,47,4,0
11469,3,40,20,0
4731,1,45,7,0
51949,5,28,12,1
98111,6,58,16,1
15021,7,67,20,0
4679,7,58,9,0
64494,3,35,15,0
27539,8,70,5,0
32153,6,34,5,0
57238,6,30,13,1
33759,4,63,5,0
92980,0,67,20,0
27741,8,59,4,0
68535,7,40,11,1
11293,5,32,8,0
68524,5,29,8,1
26308,4,49,13,0
83797,3,51,6,0
5585,1,65,6,0
29022,2,67,2,0
8795,10,38,13,0
49909,6,50,14,0
42441,1,34,8,0
9357,9,19,16,0
86843,7,29,12,1
56696,2,62,16,0
7023,10,70,2,0
74956,2,70,11,0
84375,2,25,5,0
1977,7,70,7,0
13201,9,31,16,0
24802,4,55,17,0
98873,2,58,15,0
53090,9,36,6,1
77195,7,36,2,1
40039,3,48,15,0
46676,8,40,14,0
14909,5,47,5,0
50056,7,22,3,1
70831,2,59,7,0
67335,2,24,2,0
23426,1,23,9,0
27153,4,70,19,0
23077,3,61,9,0
58628,6,47,20,1
25169,7,23,8,0
12308,10,68,13,0
66646,10,47,8,1
65348,10,35,9,1
77575,7,34,4,1
94396,9,69,4,1
30867,8,65,11,0
2388,10,55,5,0
89656,3,67,8,0
81956,7,61,15,1
11453,1,26,14,0
26998,4,35,13,0
78509,7,57,11,1
51557,10,21,20,1
50119,2,65,9,0
95534,5,28,5,1
34895,7,51,14,0
86330,4,28,5,1
70958,9,70,6,1
58715,3,21,8,0
55368,7,36,3,1
28259,3,22,13,0
84104,8,51,2,1
6592,0,58,5,0
40423,1,40,3,0
31091,9,19,14,0
20512,8,37,5,0
98875,9,57,13,1
79215,7,23,19,1
56787,7,69,3,1
42661,7,34,11,0
73826,9,69,1,1
55998,9,65,12,1
38189,5,26,9,0
78366,2,34,16,0
66775,8,37,2,1
61941,3,50,7,0
71121,10,29,12,1
10524,1,28,5,0
87099,3,42,19,0
54017,1,65,5,0
30435,10,69,2,0
92152,5,21,18,1
19138,10,41,15,0
9508,4,30,20,0
6617,5,20,17,0
66611,0,29,1,0
94330,0,20,3,0
14323,8,49,12,0
47105,6,68,20,0
41678,0,24,16,0
38690,2,42,5,0
23109,10,65,6,0
30937,7,65,11,0
4863,5,48,20,0
39805,4,44,18,0
11237,7,21,12,0
23596,8,26,19,0
21588,8,63,19,0
20845,9,40,15,0
59953,2,51,15,0
40672,2,58,4,0
18480,3,36,6,0
61056,0,18,10,0
26700,2,58,17,0
12608,8,42,5,0
34397,8,47,12,0
65574,6,36,18,1
15104,4,37,10,0
92165,9,42,10,1
7669,10,49,15,0
71707,7,36,13,1
78492,9,67,1,1
53501,6,63,8,1
82525,7,34,15,1
97093,5,42,17,1
56825,0,30,2,0
13060,7,55,19,0
54115,2,34,18,0
17717,1,40,17,0
5434,2,67,8,0
23268,4,27,1,0
63462,7,25,8,1
52160,3,66,9,0
22361,7,23,18,0
61297,1,65,20,0
22446,6,32,19,0
31637,3,32,11,0
73860,4,29,16,1
27179,8,60,7,0
35052,9,30,10,0
62947,0,20,6,0
52739,1,20,20,0
84980,4,55,20,1
34529,1,23,10,0
83240,4,18,3,1
24442,4,44,19,0
19523,8,65,20,0
33704,10,41,8,0
26803,2,52,20,0
60066,5,19,13,1
32455,7,64,1,0
11137,8,48,18,0
44024,7,59,11,0
2359,2,25,11,0
14553,0,45,5,0
58379,0,62,11,0
93806,6,32,9,1
50619,8,19,17,1
15586,5,37,16,0
57883,1,65,7,0
82984,7,57,15,1
6644,3,31,9,0
29162,4,24,17,0
93579,6,34,17,1
22069,7,59,13,0
90486,1,33,4,0
95579,4,50,3,1
69230,0,36,13,0
32479,1,33,7,0
69848,9,27,17,1
96863,5,42,19,1
59599,1,51,15,0
35889,8,52,11,0
15390,5,47,2,0
5059,5,32,13,0
90918,6,51,12,1
28238,3,62,15,0
42432,1,45,7,0
43710,0,54,6,0
49298,10,42,7,0
80209,3,21,16,0
39595,10,28,17,0
73026,4,53,7,1
84841,9,44,13,1
24771,6,60,13,0
52266,7,42,6,1
87054,5,57,15,1
7038,5,30,8,0
45615,0,40,9,0
55603,5,37,15,1
28271,6,56,1,0
56124,10,52,10,1
15552,3,57,19,0
40140,0,25,15,0
31598,8,30,1,0
6996,2,29,17,0
23472,5,36,8,0
57612,7,67,18,1
61371,5,29,20,1
35070,7,46,1,0
74668,10,37,11,1
22495,7,27,14,0
30484,1,20,1,0
53472,9,33,12,1
46953,5,34,4,0
24119,2,53,6,0
71177,0,51,16,0
11214,3,69,13,0
29288,0,49,7,0
88722,0,22,20,0
34119,8,29,1,0
90989,9,46,4,1
90591,3,43,18,0
73391,0,55,12,0
62585,3,41,10,0
34004,3,40,15,0
44149,1,45,14,0
82137,6,22,20,1
72009,6,58,6,1
42729,4,53,12,0
22905,10,49,18,0
48323,0,25,18,0
68650,8,56,18,1
29832,8,70,3,0
56083,6,69,9,1
89367,3,36,16,0
49006,3,36,19,0
61108,6,19,9,1
39669,3,48,2,0
66950,7,58,6,1
7963,3,43,4,0
41842,3,19,13,0
60498,6,27,5,1
46528,5,52,3,0
88561,1,60,3,0
20148,1,52,17,0
1010,1,61,20,0
67679,10,59,6,1
87042,5,64,9,1
2805,4,58,5,0
27391,4,67,9,0
2798,3,58,10,0
77040,1,63,14,0
51323,9,37,7,1
6263,7,59,8,0
24390,4,19,19,0
6653,9,25,19,0
95845,2,27,10,0
1494,3,46,7,0
59182,3,52,11,0
52971,1,20,17,0
18029,4,22,7,0
90078,4,26,16,1
51533,2,57,14,0
91630,6,56,18,1
33633,3,33,8,0
26730,5,48,7,0
33178,4,61,11,0
51891,4,70,20,1
53767,5,68,12,1
1820,2,27,18,0
15325,1,68,19,0
93361,7,40,3,1
72587,0,64,2,0
23692,8,45,10,0
61581,10,40,18,1
75117,1,69,7,0
95207,3,57,8,0
70709,8,50,15,1
11514,10,38,4,0
77737,10,69,4,1
17422,5,29,15,0
36835,2,64,5,0
56323,7,26,12,1
27089,1,42,15,0
87206,9,55,14,1
95430,2,37,16,0
36886,2,33,7,0
42027,1,41,6,0
66844,5,65,13,1
7991,4,64,8,0
86104,9,64,4,1
33245,4,38,11,0
96889,2,18,20,0
89033,5,67,14,1
40935,5,44,3,0
14252,0,55,8,0
1085,10,36,4,0
63799,8,21,14,1
95724,5,37,19,1
76238,4,40,2,1
4473,0,48,19,0
57550,8,26,14,1
15700,6,23,3,0
83176,9,45,14,1
19694,8,69,6,0
10314,10,46,14,0
62442,7,62,13,1
56695,2,39,15,0
41753,7,35,17,0
4561,7,61,17,0
58426,0,25,13,0
7959,10,27,4,0
73916,7,26,15,1
4561,2,45,2,0
42781,3,25,8,0
96662,0,52,8,0
68046,8,22,14,1
16294,3,26,18,0
25636,4,36,16,0
23212,8,25,9,0
11568,0,54,8,0
91305,0,32,10,0
75107,4,67,1,1
94177,4,70,18,1
67645,5,40,15,1
90536,5,32,9,1
28041,7,47,12,0
51143,8,26,4,1
98500,7,66,4,1
29665,10,28,11,0
50944,10,23,9,1
17343,7,59,3,0
94328,9,48,6,1
99700,2,47,14,0
97910,7,23,15,1
52455,5,37,3,1
56023,6,61,7,1
86515,6,64,3,1
72071,2,31,3,0
62332,3,65,2,0
84849,0,51,16,0
27459,9,68,2,0
10074,4,43,3,0
4636,1,32,1,0
8591,1,24,5,0
88970,10,43,4,1
11098,2,53,4,0
21488,3,19,16,0
63931,9,46,16,1
36566,9,23,20,0
21735,7,28,15,0
31487,9,42,5,0
11407,7,27,14,0
89971,0,53,18,0
1798,4,20,7,0
12046,2,46,2,0
64826,1,35,15,0
71646,4,37,10,1
18491,1,34,5,0
24893,9,52,8,0
75720,0,43,18,0
63832,6,39,20,1
20621,4,58,5,0
73996,2,24,8,0
60879,3,19,13,0
77494,1,37,5,0
31105,5,59,18,0
87203,3,33,14,0
73601,8,43,18,1
62278,7,19,18,1
70062,5,19,13,1
88762,3,45,16,0
57373,6,51,18,1
70456,6,61,17,1
92659,9,66,8,1
96429,4,36,2,1
17067,4,39,14,0
58815,8,40,12,1
4722,7,68,15,0
88189,3,47,13,0
72318,0,68,11,0
69099,3,18,15,0
82184,4,70,15,1
94458,7,21,17,1
92600,5,37,2,1
62927,9,45,17,1
14687,10,50,14,0
91978,8,24,6,1
90316,1,18,7,0
87148,9,54,4,1
78181,7,52,12,1
2190,4,55,4,0
91618,9,26,2,1
66139,8,68,1,1
42421,3,62,3,0
61625,7,43,20,1
78319,6,20,8,1
37438,2,64,14,0
39941,7,61,7,0
39232,3,33,10,0
18163,9,46,19,0
81194,7,47,8,1
77625,6,31,15,1
82739,4,66,15,1
34302,6,65,12,0
99442,3,29,15,0
49525,4,45,1,0
34732,4,23,14,0
71811,2,40,14,0
27966,1,70,14,0
33431,5,53,17,0
36898,6,36,1,0
52720,0,48,19,0
14147,9,43,16,0
42250,0,43,19,0
93049,8,62,16,1
41233,1,30,8,0
46583,2,31,15,0
15020,8,22,17,0
28042,3,55,1,0
2230,6,69,17,0
80079,4,27,10,1
37959,5,52,13,0
80627,1,45,3,0
74269,0,22,20,0
32176,1,36,3,0
10593,6,38,14,0
72329,0,21,12,0
46818,4,42,8,0
47721,3,68,7,0
58989,3,25,4,0
87743,7,54,7,1
46393,7,68,13,0
77581,3,31,7,0
97681,10,21,13,1
83029,5,43,17,1
6996,10,37,2,0
80452,6,21,6,1
46908,7,50,18,0
2773,1,48,16,0
3552,6,52,10,0
5399,4,38,18,0
78147,2,52,8,0
79004,8,55,13,1
56249,9,42,7,1
25122,10,23,14,0
96298,5,42,11,1
81449,5,37,11,1
35657,3,60,15,0
13017,5,63,16,0
75167,9,53,1,1
59058,9,44,1,1
87032,1,21,19,0
52844,4,50,5,1
54685,3,57,1,0
1435,10,47,3,0
33609,5,59,14,0
67799,9,64,9,1
56501,1,28,20,0
44252,1,27,13,0
52759,10,61,11,1
5044,6,33,20,0
37725,5,41,15,0
38551,9,52,4,0
35892,8,28,15,0
53627,7,27,14,1
78635,4,56,18,1
41677,9,48,4,0
8292,1,64,15,0
46542,5,21,18,0
44234,2,63,14,0
37734,2,51,6,0
35537,9,30,5,0
13736,1,26,10,0
30612,8,65,9,0
57109,6,33,10,1
55045,7,70,3,1
75817,6,70,7,1
49286,9,64,15,0
63244,0,66,7,0
73067,6,54,17,1
42114,9,53,12,0
51160,0,31,12,0
28170,2,47,5,0
32981,1,32,10,0
10421,6,53,18,0
82153,9,65,18,1
2943,0,21,9,0
69718,1,28,13,0
92487,3,40,8,0
80595,8,31,1,1
11080,9,38,12,0
75102,3,24,3,0
74142,4,47,19,1
93508,6,45,13,1
97117,5,48,13,1
89457,7,54,14,1
40203,6,70,13,0
13600,7,20,6,0
10064,6,47,12,0
95595,8,25,17,1
92648,3,69,13,0
65255,7,38,12,1
69310,10,51,16,1
62286,6,58,7,1
94383,5,47,9,1
7576,5,63,2,0
52409,0,58,5,0
96404,10,37,20,1
92871,10,30,20,1
22237,8,64,19,0
84280,5,28,19,1
81776,7,58,11,1
62971,10,43,1,1
92358,4,62,7,1
81356,5,68,8,1
67598,6,45,9,1
93938,5,26,13,1
11464,5,53,20,0
55190,1,35,2,0
94828,3,52,5,0
42785,8,40,12,0
5879,2,39,5,0
82777,6,49,8,1
81121,2,61,14,0
22341,8,61,7,0
95857,0,61,16,0
23329,2,68,8,0
85543,6,41,11,1
11752,9,18,16,0
10051,7,18,5,0
36395,6,29,12,0
75707,9,65,3,1
88538,5,44,16,1
35515,7,68,14,0
82699,3,41,12,0
36975,10,61,9,0
75813,10,67,19,1
55548,9,25,3,1
47944,2,21,20,0
39306,3,52,19,0
43279,9,24,12,0
9940,5,53,19,0
20866,7,63,16,0
96508,0,27,19,0
55731,5,29,4,1
37236,6,69,11,0
50520,7,35,7,1
58019,5,59,17,1
6722,2,50,18,0
35800,9,27,4,0
66154,7,26,12,1
7758,6,25,4,0
4576,9,29,13,0
9130,4,34,11,0
76126,4,29,6,1
60665,1,37,6,0
76551,1,43,4,0
24503,0,49,5,0
6657,4,63,19,0
69338,2,61,14,0
36445,1,66,18,0
55811,6,55,1,1
69405,3,51,16,0
68889,10,66,5,1
97779,7,22,14,1
13058,5,42,2,0
29176,10,21,20,0
36044,3,28,10,0
67187,10,41,14,1
63033,10,50,10,1
2189,4,45,4,0
4371,6,43,6,0
97114,8,65,10,1
90887,0,43,9,0
15459,3,33,14,0
2478,5,21,5,0
40698,7,50,6,0
42052,10,48,2,0
63929,5,34,14,1
90088,4,21,2,1
72175,3,25,2,0
26621,6,58,4,0
57225,6,35,15,1
26610,8,61,7,0
41171,4,46,2,0
37174,6,47,11,0
52765,8,69,18,1
25077,7,49,6,0
96378,0,44,7,0
10423,1,62,15,0
53483,3,44,17,0
97186,2,65,12,0
72196,7,40,7,1
46171,0,64,15,0
67904,10,63,8,1
58713,8,52,12,1
60133,1,27,20,0
30768,10,39,13,0
62094,6,45,10,1
28497,1,51,7,0
78735,9,23,3,1
14847,1,45,7,0
52919,4,24,2,1
18365,6,40,14,0
31295,10,29,1,0
66496,2,34,20,0
19225,0,39,13,0
99299,5,54,16,1
20659,2,47,1,0
17474,2,58,19,0
19052,2,28,15,0
41058,3,56,9,0
44844,1,41,17,0
58794,4,54,17,1
83393,5,43,4,1
27162,8,26,16,0
82923,8,23,4,1
19168,2,64,11,0
99296,9,69,13,1
69872,3,43,13,0
14848,4,45,11,0
39594,7,33,19,0
71530,5,64,8,1
40293,10,67,6,0
81796,9,58,16,1
74628,7,38,17,1
20278,1,23,4,0
79807,3,49,2,0
8024,10,63,9,0
81955,3,19,9,0
32424,5,46,14,0
62177,10,20,1,1
61096,2,69,18,0
99009,3,63,5,0
80604,4,41,15,1
33255,3,34,10,0
15344,2,68,13,0
67789,3,44,13,0
33190,7,38,14,0
84414,0,18,15,0
44757,6,19,13,0
10504,4,43,19,0
48727,7,21,19,0
88938,5,33,8,1
12371,6,59,11,0
61864,7,35,15,1
58366,1,41,19,0
46356,5,45,10,0
60106,5,60,11,1
96086,10,55,15,1
93564,1,21,16,0
41269,8,22,17,0
88658,9,58,7,1
68471,2,62,2,0
11520,1,69,14,0
6002,4,26,15,0
69262,8,33,17,1
84741,5,51,3,1
86479,8,24,9,1
38972,1,41,7,0
87117,8,39,5,1
97806,8,28,2,1
86671,1,58,12,0
61681,9,44,3,1
15618,5,32,11,0
67908,3,32,10,0
48104,3,43,6,0
1305,4,40,6,0
2730,5,53,2,0
23925,8,35,11,0
89163,8,26,8,1
57579,2,65,7,0
22982,9,44,9,0
23028,10,19,16,0
84901,4,68,7,1
81184,2,42,16,0
26314,1,29,17,0
4975,7,65,12,0
59055,2,49,8,0
54257,7,59,13,1
80616,7,31,20,1
74116,4,39,19,1
36685,4,69,13,0
97461,0,52,3,0
38633,5,57,7,0
82253,7,33,9,1
13909,5,52,12,0
19723,4,48,14,0
38858,4,24,12,0
7367,10,20,10,0
75871,3,26,7,0
18721,7,54,1,0
51617,0,70,10,0
40261,8,61,20,0
89398,6,61,14,1
51265,9,42,17,1
13003,6,33,4,0
69686,3,50,13,0
61062,9,37,13,1
48460,1,39,20,0
72768,0,22,7,0
43824,2,37,11,0
2884,7,52,2,0
19687,8,43,20,0
60902,8,35,17,1
37830,5,54,2,0
90492,8,63,14,1
50383,8,67,7,1
20320,7,40,7,0
30346,5,68,19,0
3756,1,64,16,0
48355,3,32,10,0
15881,1,61,4,0
13564,4,58,13,0
71489,1,23,1,0
47133,4,35,19,0
87153,4,19,7,1
50297,5,28,7,1
52412,1,24,8,0
59117,5,61,16,1
86277,10,64,20,1
92811,7,52,17,1
66685,0,55,20,0
3675,8,57,8,0
82570,7,24,2,1
90189,7,29,9,1
26680,2,30,6,0
95780,0,69,17,0
76946,8,19,10,1
2728,7,24,8,0
65887,2,50,10,0
3410,8,70,8,0
50558,2,55,12,0
40228,7,24,12,0
21021,0,51,13,0
83115,0,41,20,0
80667,9,70,7,1
59046,9,22,17,1
4796,10,51,15,0
16196,1,47,13,0
62232,9,54,10,1
33283,0,70,16,0
96397,6,36,9,1
71290,4,54,14,1
65655,5,43,8,1
23200,7,42,14,0
89507,9,46,10,1
34164,2,29,9,0
51805,8,55,15,1
42217,1,25,3,0
22865,0,29,8,0
85284,2,21,11,0
19464,10,47,16,0
53666,10,25,20,1
23238,0,21,17,0
33434,8,47,5,0
11127,1,57,5,0
80668,4,41,2,1
6986,4,56,11,0
5351,4,66,12,0
59526,2,62,19,0
52482,0,36,8,0
72437,1,54,20,0
57036,9,44,7,1
92217,4,23,1,1
91187,2,40,5,0
73879,6,48,13,1
51433,6,54,11,1
23779,10,28,4,0
65866,8,26,1,1
89258,3,66,20,0
18301,0,52,19,0
67350,3,37,19,0
90316,10,25,7,1
70369,6,47,7,1
81402,2,60,18,0
95999,2,41,3,0
63128,10,61,13,1
78811,5,28,19,1
75002,7,49,17,1
37246,4,34,19,0
33936,0,47,12,0
36585,10,37,12,0
92558,9,61,3,1
33713,5,41,2,0
63222,0,24,5,0
25593,8,34,13,0
81370,7,27,9,1
26605,6,30,8,0
27808,9,40,16,0
36259,5,31,3,0
5791,8,23,15,0
69192,1,66,13,0
75375,0,65,15,0
83939,10,62,1,1
64498,7,62,4,1
74544,3,57,6,0
78630,4,36,2,1
37430,8,28,1,0
33562,6,18,12,0
19634,4,45,16,0
97913,7,29,6,1
51944,4,62,5,1
24090,7,33,4,0
21259,9,64,13,0
18983,10,50,15,0
85823,7,44,11,1
53681,5,41,11,1
99179,5,30,13,1
12437,8,51,11,0
51596,8,46,17,1
59940,8,51,4,1
49818,5,33,7,0
4614,2,23,18,0
72146,5,34,14,1
54885,4,69,19,1
72259,9,40,7,1
8490,5,35,4,0
26542,0,59,16,0
28018,2,22,16,0
85411,10,58,4,1
34768,2,57,12,0
63798,1,46,20,0
24276,0,58,6,0
93483,0,29,8,0
61552,2,30,4,0
4561,4,54,18,0
38092,5,40,2,0
8347,9,34,4,0
19492,1,59,20,0
4889,5,41,11,0
60630,6,34,3,1
7483,6,21,6,0
2456,3,43,4,0
35927,0,39,2,0
56951,6,32,5,1
83444,10,40,13,1
8937,5,25,7,0
61871,2,34,3,0
78814,2,60,14,0
61730,9,40,9,1
92551,9,36,14,1
57969,3,34,11,0
71083,2,64,18,0
98440,6,69,13,1
28638,1,26,12,0
59066,2,32,15,0
54587,8,29,3,1
33077,6,20,5,0
89930,3,47,12,0
42749,6,52,16,0
3159,7,31,10,0
70984,1,46,6,0
16809,9,32,6,0
18319,5,54,11,0
87381,7,36,10,1
95599,1,50,9,0
57843,10,47,3,1
70619,8,49,5,1
94606,0,42,10,0
58663,3,19,16,0
91097,8,19,5,1
2653,5,68,5,0
57091,2,68,7,0
94575,0,58,16,0
42102,8,66,17,0
27126,8,19,8,0
98009,5,21,8,1
75182,9,33,2,1
30447,2,54,20,0
63410,4,36,5,1
56524,10,26,14,1
27236,1,49,7,0
89620,7,52,1,1
89962,9,69,1,1
85593,2,24,16,0
85626,0,32,3,0
77375,2,70,12,0
4301,3,25,5,0
96824,1,43,16,0
73641,0,66,6,0
50417,1,30,19,0
9884,1,33,15,0
31789,3,64,17,0
2012,10,35,5,0
13648,4,53,5,0
70794,6,24,17,1
25635,8,65,5,0
99487,0,61,13,0
58763,0,45,17,0
64491,6,27,2,1
52702,7,45,6,1
72280,5,60,18,1
1599,6,62,2,0
29301,3,19,3,0
63368,8,61,9,1
78708,7,52,7,1
65461,10,34,7,1
14172,8,23,8,0
9379,1,30,5,0
93987,3,48,20,0
38074,3,65,17,0
9955,5,63,3,0
18458,0,34,15,0
81450,6,44,17,1
34336,0,20,4,0
75344,7,60,1,1
28771,2,59,19,0
61213,3,42,19,0
55623,3,46,10,0
45357,9,56,20,0
73321,9,33,17,1
6773,2,65,19,0
50387,5,23,15,1
56066,9,44,9,1
38416,6,64,11,0
48059,10,49,4,0
62735,8,57,2,1
7693,8,44,14,0
56934,0,19,5,0
30460,5,41,3,0
81494,2,19,6,0
16853,1,59,3,0
85337,1,18,8,0
56744,4,66,2,1
69183,6,58,7,1
43769,3,38,18,0
71747,5,24,4,1
60338,0,60,18,0
88138,3,25,11,0
34004,8,58,6,0
42909,3,24,8,0
43733,6,37,19,0
44189,6,62,18,0
92671,1,33,6,0
35968,3,65,9,0
56036,5,69,1,1
48692,8,20,1,0
84527,5,29,18,1
44809,5,64,1,0
65840,2,38,20,0
23928,7,20,2,0
56927,5,31,10,1
21082,8,61,10,0
67916,1,63,2,0
70431,2,23,16,0
75179,1,40,13,0
89722,2,38,14,0
95201,6,23,17,1
2534,1,52,9,0
35229,5,60,1,0
43064,10,23,9,0
86110,5,26,20,1
2061,3,37,19,0
67947,6,70,11,1
66682,3,35,16,0
42315,6,68,6,0
80862,4,57,8,1
31250,4,50,11,0
45175,3,35,19,0
40195,8,19,1,0
27003,7,40,16,0
15218,2,62,13,0
89258,10,51,1,1
67047,7,55,17,1
4127,2,46,15,0
67664,0,34,17,0
81130,0,22,17,0
6045,7,26,2,0
51924,0,24,5,0
76608,0,47,9,0
68182,4,33,9,1
95317,8,38,18,1
39192,8,60,3,0
21610,4,68,12,0
24420,9,27,8,0
36587,9,20,7,0
18864,5,60,10,0
31842,7,54,19,0
23989,7,70,4,0
28678,10,43,1,0
77265,7,53,16,1
68281,10,46,7,1
95687,4,25,9,1
99841,8,36,7,1
77863,1,25,7,0
30870,0,41,4,0
44325,9,32,16,0
13840,2,57,8,0
26067,2,25,11,0
48687,0,47,15,0
83312,4,27,8,1
40915,7,61,17,0
72933,8,58,2,1
56873,9,65,17,1
88316,9,67,18,1
5900,5,65,10,0
39784,4,45,8,0
20073,3,52,13,0
78754,10,23,8,1
91187,0,41,14,0
42126,2,20,12,0
7706,8,28,13,0
78425,8,68,1,1
10329,5,63,2,0
37763,8,62,2,0
2745,0,18,17,0
13249,1,45,1,0
81924,10,60,17,1
64845,4,37,13,1
46100,7,42,4,0
74508,10,40,4,1
51231,1,33,3,0
69953,1,26,2,0
11057,7,27,12,0
15018,8,44,18,0
38692,10,65,7,0
46541,8,36,4,0
10068,9,42,17,0
93667,2,36,3,0
64044,9,61,13,1
7799,9,29,1,0
69845,10,36,12,1
71206,0,38,17,0
13242,10,65,10,0
37015,10,60,18,0
52633,8,25,11,1
84933,0,29,2,0
16163,8,22,4,0
5295,0,39,11,0
44580,9,58,19,0
69834,6,44,2,1
62427,0,45,8,0
81825,9,43,20,1
70772,2,50,5,0
41638,2,47,10,0
40731,4,63,12,0
59743,5,51,12,1
46033,4,66,19,0
49957,6,22,2,0
76098,1,55,12,0
32540,8,70,2,0
82160,0,44,19,0
77804,6,58,5,1
61267,8,47,20,1
92042,10,35,14,1
80884,4,30,7,1
16225,5,26,15,0
69769,4,29,13,1
62699,1,51,14,0
17551,2,35,13,0
5374,3,31,2,0
11095,7,59,15,0
95667,5,65,13,1
31029,3,31,11,0
56598,3,25,18,0
98198,10,31,17,1
98208,9,68,11,1
50096,10,64,2,1
35410,1,39,20,0
23447,7,63,8,0
63804,0,32,5,0
31338,6,52,4,0
49976,5,18,17,0
33588,10,24,3,0
67456,9,39,6,1
2796,9,56,11,0
39805,2,40,12,0
30057,0,24,8,0
7481,1,27,4,0
21622,4,24,9,0
16436,8,33,2,0
40206,9,34,14,0
98312,0,38,9,0
33493,8,59,2,0
99942,8,60,3,1
59801,3,40,6,0
98977,3,28,17,0
74590,7,34,10,1
74010,0,32,18,0
92947,6,22,18,1
69685,2,64,5,0
73687,1,18,11,0
29984,10,66,6,0
25348,10,27,11,0
51270,2,61,14,0
93120,0,66,12,0
55066,5,62,5,1
12518,5,33,5,0
28861,6,27,11,0
40533,9,23,20,0
5970,10,67,19,0
74323,9,42,11,1
63962,2,54,5,0
6856,3,64,7,0
98776,10,51,16,1
21655,1,23,19,0
68726,10,70,16,1
29607,2,25,8,0
52485,2,24,16,0
46788,7,47,9,0
24336,6,66,10,0
98498,5,40,17,1
37987,5,54,17,0
95269,4,64,4,1
31576,1,64,2,0
66220,9,19,12,1
37102,1,37,12,0
22564,8,49,1,0
44815,1,26,19,0
76378,6,32,18,1
51771,7,63,19,1
33304,2,43,8,0
44302,3,59,5,0
95072,0,52,5,0
96474,1,41,2,0
54747,6,24,6,1
83565,7,20,5,1
80167,1,61,20,0
10200,6,18,20,0
11687,7,36,16,0
30911,6,54,9,0
90787,4,27,10,1
93230,9,60,12,1
98017,3,41,14,0
68940,2,27,14,0
77482,5,56,9,1
98262,9,53,13,1
3381,8,30,2,0
95326,0,45,12,0
78277,8,26,17,1
20485,7,28,11,0
89531,4,22,14,1
58167,7,65,19,1
84639,9,45,1,1
18205,10,51,12,0
56358,6,39,1,1
66797,8,22,3,1
96494,8,67,13,1
49775,5,25,9,0
15129,9,28,12,0
84323,6,50,8,1
72365,7,65,9,1
63852,3,18,10,0
99095,8,29,9,1
41357,8,32,7,0
75879,2,24,5,0
93147,6,63,9,1
51189,3,66,5,0
68736,1,49,15,0
28412,8,46,6,0
32532,1,44,18,0
68432,7,64,12,1
6082,4,49,6,0
86842,5,43,7,1
3613,10,33,3,0
91589,10,43,11,1
20061,7,69,1,0
34709,10,31,10,0
49962,6,52,15,0
24213,0,63,14,0
51030,0,22,9,0
18165,6,23,19,0
12048,6,26,12,0
72374,9,51,8,1
96730,2,65,15,0
19063,10,69,12,0
77056,7,29,19,1
24568,1,66,14,0
8492,4,61,10,0
